Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Track ID,Uri,Track_href,Analysis_url,Duration_ms,Time_signature,Lyrics
Princess Diana (with Nicki Minaj),Ice Spice,spotify:artist:3LZZPxNDGDFVSIPqf4JuEf,75,bronx drill,172125,2023-04-14,80,0.898,0.676,9,-5.196,1,0.187,0.14,0,0.101,0.742,147.991,audio_features,0ZxhtATQ0a6EvQNZ0z6NKV,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/tracks/0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/audio-analysis/0ZxhtATQ0a6EvQNZ0z6NKV,172125,4,"Heavy On It, mm-hmm
New York, stand the fuck up (grrah)
When we come out, it look like Princess Diana on the street (grrah)
Ayo, Ice (stop playin' with 'em, RIOT)
(Finish 'em)

Like, grrah, keep it a stack
Bitches move wock' 'cause they know I got bands (damn)
They be chattin', I don't give a damn
And I'm still gettin' money, I know who I am (grrah)
Tryna be low, he gon' hit up my 'Gram (grrah)
If he smart, he gon' act like a fan (damn)
Thinkin' you bigger, they got ya head gassed (grrah)
Bitches slow, so I give 'em a pass

Like, grrah, keep it a stack
Bitches move wock' 'cause they know I got bands (damn)
They be chattin', I don't give a damn
And I'm still gettin' money, I know who I am (grrah)
Tryna be low, he gon' hit up my 'Gram (grrah)
If he smart, he gon' act like a fan (damn)
Thinkin' you bigger, they got ya head gassed (grrah)
Bitches slow, so I give 'em a pass

And I just fell in love with a gangsta (like)
So he put my name in a tat'
But I don't let him come to the crib (grrah)
So we get it on where we at, grrah
Nowadays, I be duckin' them cameras
And they hype that I'm up on them banners
Callin' my phone, but they know I don't answer (why?)
In the hood, I'm like Princess Diana (grrah)

I'm thick 'cause I be eatin' oats (huh)
Bitches not takin' shit from me but notes
Wanna be me, so she do my emotes
"
Unholy (feat. Kim Petras),Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI,83,"pop, uk pop",156943,2022-09-22,84,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,audio_features,3nqQXoyQOWXiESFLlDF1hG,spotify:track:3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/tracks/3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/audio-analysis/3nqQXoyQOWXiESFLlDF1hG,156943,4,"Mummy don't know daddy's getting hot
At the body shop, doing something unholy

Mmm-yo-ho-yuh-he-yo
Nobody-body, yeah
Yo-ho-yuh-he-yo
Nobody-body, yeah
Yo-ho-yuh-he-yo
Nobody-body, yeah (mm-mm)
Yo-ho-yuh-he-yo
Nobody-body-body-body

A lucky, lucky girl (ah-ah)
She got married to a boy like you
She'd kick you out if she ever, ever knew
'Bout all the (huh) you tell me that you do (woo-oh-ooh)
Dirty, dirty boy (wo-oh)
"
MONTERO (Call Me By Your Name),Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,74,lgbtq+ hip hop,137875,2021-03-31,75,0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,audio_features,67BtfxlNbhBmCDR2L2l8qd,spotify:track:67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/tracks/67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/audio-analysis/67BtfxlNbhBmCDR2L2l8qd,137876,4,"I caught it bad yesterday
You hit me with a call to your place
Ain't been out in a while anyway
Was hoping I could catch you throwing smiles in my face

Romantic talking? You don't even have to try
You're cute enough to fuck with me tonight
Looking at the table all I see is weed and white
Baby, you living the life, but nigga, you ain't livin' right

Cocaine and drinking with your friends
You live in the dark, boy, I cannot pretend
I'm not fazed, only here to sin
If Eve ain't in your garden, you know that you can

Call me when you want, call me when you need
Call me in the morning, I'll be on the way
Call me when you want, call me when you need
Call me out by your name, I'll be on the way like

"
Beggin',Måneskin,spotify:artist:0lAWpj5szCSwM4rUMHYmrr,79,"indie rock italiano, italian pop",211560,2017-12-08,85,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4,"Put your loving hand out, baby
'Cause I'm beggin'

I'm beggin', beggin' you
So, put your loving hand out, baby
I'm beggin', beggin' you
So, put your loving hand out, darling

Riding high, when I was king
I played it hard and fast, 'cause I had everything
I walked away, but you warned me then
But easy come, and easy go, and it would end

So, any time I bleed, you let me go
Yeah, any time I feed you, get me? No?
Any time I seek, you let me know
But I plan and see, just let me go

I'm on my knees when I'm beggin'
'Cause I don't want to lose you
Hey yeah, ratatata

'Cause I'm beggin', beggin' you
And put your loving hand out, baby
I'm beggin', beggin' you
And put your loving hand out, darling
"
Leave The Door Open,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,87,"dance pop, pop",242096,2021-03-05,21,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,audio_features,7MAibcTli4IisCtbHKrGMh,spotify:track:7MAibcTli4IisCtbHKrGMh,https://api.spotify.com/v1/tracks/7MAibcTli4IisCtbHKrGMh,https://api.spotify.com/v1/audio-analysis/7MAibcTli4IisCtbHKrGMh,242096,4,"Said baby, said baby, said baby

What you doing? (What you doing?)
Where you at? (Where you at?)
Oh, you got plans? (You got plans?)
Don't say that (shut your trap)
I'm sipping wine (sip, sip) in a robe (drip, drip)
I look too good (look too good) to be alone (woo-woo)
My house clean (house clean), my pool warm (pool warm)
Just shaved (smooth like a newborn)
We should be dancing, romancing
In the east wing and the west wing
Of this mansion, what's happening?

I ain't playing no games
Every word that I say is coming straight from the heart
So if you tryna lay in these arms

I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl
(I'ma leave the door open, hoping)
That you feel the way I feel
And you want me like I want you tonight, baby
"
Moonlight,Kali Uchis,spotify:artist:1U1el3k54VvEUzo3ybLPlM,83,colombian pop,187557,2023-02-24,86,0.639,0.723,7,-6.462,0,0.0532,0.511,0,0.167,0.878,136.872,audio_features,2i2gDpKKWjvnRTOZRhaPh2,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/tracks/2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/audio-analysis/2i2gDpKKWjvnRTOZRhaPh2,187558,4,"I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss, looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight

Forget the small talk
The surface level ain't much that I care for
Putting on my lip gloss
I saw you stare from my peripheral, yeah

Baby, it's been a hell of a day
But I know a place we can escape
Find out how it feels to let go of everything, be free
When you're here with me
"
STAY (with Justin Bieber),The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,80,australian hip hop,141805,2021-07-09,85,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4,"I do the same thing, I told you that I never would
I told you I changed, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey

I get drunk, wake up, I'm wasted still
I realize the time that I wasted here
I feel like you can't feel the way I feel
I'll be fucked up if you can't be right here

Oh-whoa (oh-whoa, whoa)
Oh-whoa (oh-whoa, whoa)
Oh-whoa (oh-whoa, whoa)
I'll be fucked up if you can't be right here

I do the same thing, I told you that I never would
I told you I changed, even when I knew I never could
"
Need to Know,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87,"dance pop, pop",210560,2021-06-11,61,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,audio_features,10hcDov7xmcRviA8jLwEaI,spotify:track:10hcDov7xmcRviA8jLwEaI,https://api.spotify.com/v1/tracks/10hcDov7xmcRviA8jLwEaI,https://api.spotify.com/v1/audio-analysis/10hcDov7xmcRviA8jLwEaI,210560,4,"Yeah, wanna know what it's like (like)
Baby, show me what it's like (like)
I don't really got no tight (tight)
I just wanna fuck all night
Yeah-yeah (oh), oh-whoa-whoa (brr, uh)
Baby (yeah), I need to know (need to know), mmm

I just been fantasizing (size)
And we got a lotta time (time)
Baby, come throw the pipe (pipe)
Gotta know what it's like (like)
Yeah-yeah, oh-whoa-whoa (oh)
Baby, I need to know, mmm

What's your size? (Size)
Add, subtract, divide ('vide)
Daddy, don't throw no curves (curve)
Hold up, I'm going wide (wide)
We could just start at ten (ten)
Then we can go to five (five)
I don't play with my pen (pen)
I mean what I write

Yeah-yeah, whoa-whoa-whoa
I just can't help but be sexual ('ual)
Tell me your schedule (yeah)
I got a lotta new tricks for you
Baby, just saying I'm flexible (yeah)

I do what I can to get you off (yeah)
"
Karma (feat. Ice Spice),Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,201493,2023-05-26,73,0.615,0.616,8,-6.523,1,0.0622,0.0623,0,0.579,0.0734,89.977,audio_features,4i6cwNY6oIUU2XZxPIw82Y,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,https://api.spotify.com/v1/tracks/4i6cwNY6oIUU2XZxPIw82Y,https://api.spotify.com/v1/audio-analysis/4i6cwNY6oIUU2XZxPIw82Y,201493,4,"Karma is that girl, like (grah)

You're talkin' shit for the hell of it
Addicted to betrayal but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's coming back around

And I keep my side of the street clean
You wouldn't know what I mean

'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

Karma is your checks 'bout to bounce (damn)
Karma is the fire in your house (grah)
And she 'bout to pop up unannounced (like)
"
Double Fantasy (with Future),The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,93,"canadian contemporary r&b, canadian pop, pop",268235,2023-04-21,78,0.6,0.567,9,-7.269,0,0.033,0.00621,8.73e-06,0.495,0.0951,119.043,audio_features,4VMRsbfZzd3SfQtaJ1Wpwi,spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi,https://api.spotify.com/v1/tracks/4VMRsbfZzd3SfQtaJ1Wpwi,https://api.spotify.com/v1/audio-analysis/4VMRsbfZzd3SfQtaJ1Wpwi,268235,4,"Temperature risin', bodies united
Now that I've trapped you in my arms
No need to fight it, no need to hide it
Now that I've seen what's in your heart
Baby girl, I'm the only one who knows this side of you
And, baby, you know that I can pull out what's inside of you

Even though it's wrong
It's wrong
Even though it's wrong, baby
My girl
Ooh, woah, woah, woah, woa-ah
Ooh, woah, woah, woah, woa-ah-oh-oh-oh

You want me inside it, beg me to slide in
Knowing we should have never met
Girl, when you ride it, see you decided it
Don't say those words that you'll regret
Baby girl, I can tell that you think that I'm right for you
I already know that it's not true, but girl, I'll lie to you

Even though it's wrong (yeah, yeah)
"
Never Felt So Alone,Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7,77,"indie poptimism, pop",160166,2023-04-07,76,0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,audio_features,2NbsBSshscKIPRG3kwBbfo,spotify:track:2NbsBSshscKIPRG3kwBbfo,https://api.spotify.com/v1/tracks/2NbsBSshscKIPRG3kwBbfo,https://api.spotify.com/v1/audio-analysis/2NbsBSshscKIPRG3kwBbfo,160166,3,"Oh-oh, oh-oh
Oh-oh, oh-oh

And I never felt so alone, felt so alone, na-na
And I never felt so alone, felt so alone, na-na
And I never felt so alone, felt so alone, na-na
And I never felt so alone, felt so alone, na-na

In a whip (whoa), thinkin', ""What if (whoa)
You and this (whoa) never existed?""
"
Hurricane,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,90,"chicago rap, hip hop, rap",243187,2021-08-29,21,0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,audio_features,0RbW8kWozrVSIGb4V13o0o,spotify:track:0RbW8kWozrVSIGb4V13o0o,https://api.spotify.com/v1/tracks/0RbW8kWozrVSIGb4V13o0o,https://api.spotify.com/v1/audio-analysis/0RbW8kWozrVSIGb4V13o0o,243187,4,"See this in 3D, all lights out for me
All lights out for me, lightning strikes the beach
80 degrees, warm it up for me
Finally free, found the God in me
And I want you to see, I can walk on water
Thousand miles from shore, I can float on the water
Father, hold me close, don't let me drown
I know you won't

Yeah, walking on the bridge, I threw my sins over the deep end
Sipping 'til my stomach hurt, this month I done lost three friends
Early morning, brainstorming, normally I can't sleep in
Sometimes I just wanna restart it, but it all depends
If I'ma be the same young hungry - from West End
Wrote my hardest wrongs and the crazy part, I ain't have no pen
Maybach interior came with sheepskin
Still remember when I just had three bands

Now I'm the one everyone calling on 'cause I got deep pants
Bro' told me to wait to beat the game, it's all in defense
And never fazed by names that they might call me, but they gon' respect it
"
Daylight,David Kushner,spotify:artist:33NVpKoXjItPwUJTMZIOiY,76,gen z singer-songwriter,212953,2023-04-14,94,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,1odExI7RdWc4BT515LTAwj,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954,4,"Telling myself, ""I won't go there""
Oh, but I know that I won't care
Tryna wash away all the blood I've spilled
This lust is a burden that we both share
Two sinners can't atone from a lone prayer
Souls tied, intertwined by our pride and guilt

(Ooh) there's darkness in the distance
From the way that I've been livin'
(Ooh) but I know I can't resist it

Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
"
Heather,Conan Gray,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,78,"bedroom pop, pop, pov: indie",198040,2020-03-20,90,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,audio_features,4xqrdfXkTW4T0RauPLv3WA,spotify:track:4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA,198040,3,
drivers license,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,87,pop,242013,2021-01-08,27,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,audio_features,7lPN2DXiMsVn7XUKtOW1CS,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/tracks/7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/audio-analysis/7lPN2DXiMsVn7XUKtOW1CS,242014,4,"I got my driver's license last week
Just like we always talked about
'Cause you were so excited for me
To finally drive up to your house
But today, I drove through the suburbs
Crying 'cause you weren't around

And you're probably with that blonde girl
Who always made me doubt
She's so much older than me
She's everything I'm insecure about
Yeah, today I drove through the suburbs
'Cause how could I ever love someone else?

And I know we weren't perfect
But I've never felt this way for no one
And I just can't imagine how you could be so okay now that I'm gone
"
Say So,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87,"dance pop, pop",237893,2019-11-07,79,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,audio_features,3Dv1eDb0MEgF93GpLXlucZ,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4,"Day to night to morning
Keep with me in the moment
I'd let you had I known it
Why don't you say so?
Didn't even notice
No punches left to roll with
You got to keep me focused
You want it? Say so

Day to night to morning
Keep with me in the moment
I'd let you had I known it
Why don't you say so?
Didn't even notice
No punches left to roll with
You got to keep me focused
You want it? Say so

It's been a long time since you (fell in love)
You ain't coming out your shell
You ain't really been yourself
Tell me, what must I do? (Do tell, my love)
'Cause luckily, I'm good at reading
I wouldn't bug him, but he won't stop cheesin'
And we can dance all day around it
If you frontin', I'll be bouncing
If you want it, scream it, shout it, babe
"
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,229942,2023-05-26,81,0.664,0.401,6,-10.934,0,0.0344,0.806,3.5e-06,0.108,0.315,109.846,audio_features,4zmKGsrXjLmljb5fTaBTot,spotify:track:4zmKGsrXjLmljb5fTaBTot,https://api.spotify.com/v1/tracks/4zmKGsrXjLmljb5fTaBTot,https://api.spotify.com/v1/audio-analysis/4zmKGsrXjLmljb5fTaBTot,229943,4,"One night, a few moons ago, I
Saw flecks of what could've been lights
But it might just have been you
Passing by unbeknownst to me

Life is emotionally abusive
And time can't stop me quite like you did
And my flight was awful, thanks for asking
I'm unglued, thanks to you

And it's like snow at the beach, weird, but fuckin' beautiful
Flying in a dream, stars by the pocketful
You wanting me tonight, feels impossible
But it's comin' down, no sound, it's all around

Like snow on the beach
Like snow on the beach
Like snow on the beach
Like snow, (ah), ah

"
Bad Habits,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,87,"pop, singer-songwriter pop, uk pop",231041,2021-06-25,16,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,audio_features,6PQ88X9TkUIAUIZJHW2upE,spotify:track:6PQ88X9TkUIAUIZJHW2upE,https://api.spotify.com/v1/tracks/6PQ88X9TkUIAUIZJHW2upE,https://api.spotify.com/v1/audio-analysis/6PQ88X9TkUIAUIZJHW2upE,231041,4,"One, two, three, four
Ooh-ooh, ooh-ooh-ooh

Every time you come around, you know I can't say no
Every time the sun goes down, I let you take control
I can feel the paradise before my world implodes
And tonight had something wonderful

My bad habits lead to late nights endin' alone
Conversations with a stranger I barely know
Swearin' this will be the last, but it probably won't
I got nothin' left to lose, or use, or do

My bad habits lead to wide eyes stare into space
And I know I'll lose control of the things that I say
Yeah, I was lookin' for a way out, now I can't escape
Nothin' happens after two, it's true
It's true, my bad habits lead to you

Ooh-ooh, ooh-ooh-ooh
My bad habits lead to you
"
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,spotify:artist:6MPCFvOQv5cIGfw3jODMF0,66,"pop rap, trap",195428,2020-08-29,33,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,audio_features,2DQNYMRjisN3KAPj1bEwOI,spotify:track:2DQNYMRjisN3KAPj1bEwOI,https://api.spotify.com/v1/tracks/2DQNYMRjisN3KAPj1bEwOI,https://api.spotify.com/v1/audio-analysis/2DQNYMRjisN3KAPj1bEwOI,195429,4,"Xanny bars, suicide door, brand new bag
College girls give a nigga head in my Rafs
Rockstar life, so much money it'll make you laugh, hey
These bitches, they hate, and you can't miss what you never had, hey, hey
Off the juice (juice), codeine got me trippin' (juice)
Copped the coupe (coupe), woke up, roof is missin' (yeah)
Ice (ice), lemonade, my neck was drippin' (Anuel)
Ice (ice), lemonade, my neck was drippin'

Cuatro, cinco Perco en la mano, agua Fiji (agua Fiji)
El Phillie en los de'o, en la muñeca el Richard Mille (Richard Mille)
Un millón en el carro, puerta suicida, Robin Willi (brr)
Y si me matan los espero en el cielo con Kobe y Gigi
De rodilla' ante Dio' y millonario ante el hombre (hombre)
En la F&N, en cada bala está tu nombre (brr)
Los billete' azule' también tienen do' cara' (cara', cara')
No siempre los tuve, pero tenía pa' bala' (brr)
Siempre vestío' 'e Louis Vuitton, pelo rosita o neón
En probatoria y siempre con el pistolón, woh-oh
Llevo dos año' en la cima y sigo postea'o como un buzón (brr)

Fanta azul, el lean me duerme el rostro
El AK full (brr) ya me tiene viendo mostro'
Uah (¿ah?), el tambor no se congela
Uah (¿ah?), las bala' entran y muerto' modelan (brr)

Xanny bars, suicide door, brand new bag
College girls give a nigga head in my Rafs
"
Tití Me Preguntó,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,95,"reggaeton, trap latino, urbano latino",243716,2022-05-06,86,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,audio_features,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717,4,
ROXANNE,Arizona Zervas,spotify:artist:0vRvGUQVUjytro0xpb26bs,62,"indie pop rap, pop rap, rhode island rap",163636,2019-10-10,78,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636,5,
Sunday Best,Surfaces,spotify:artist:4ETSs924pXMzjIeD6E9b4u,63,bedroom soul,158571,2019-01-06,57,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,audio_features,1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/tracks/1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/audio-analysis/1Cv1YLb4q0RzL6pybtaMLo,158571,4,"Good, feeling good

Ay, feeling good, like I should
Went and took a walk around the neighbourhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (yeah)

Ay, everyday can be a better day despite the challenge
All you gotta do is leave it better than you found it
It's gonna get difficult to stand but hold your balance
I just say whatever 'cause there is no way around it

E-e-everyone falls down sometimes
But you just gotta know it'll all be fine
"
Blueberry Faygo,Lil Mosey,spotify:artist:5zctI4wO9XSKS8XwcnqEHk,67,"melodic rap, rap conscient",162546,2020-02-06,76,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,audio_features,22LAwLoDA5b4AaGSkg6bKW,spotify:track:22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW,162547,4,"Damn, Callan (Damn, Callan)

One bad bitch and she do what I say so (One, gang)
Two big .40s and a big ass Draco (Two, boom, boom)
Three more millions when you ask how my day go (Three)
Poured up a four, now that blueberry Faygo
One false move, and we straight to shooting shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Three more, gang)
That's how it goes, big bands, I'm thumbin' shit (That's how it goes)

Ayy, one bad bitch and she do what I say so (Yeah, gang)
Two big .40s and a big ass Draco (Two)
Three more millions when you ask how my day go
Poured up a four, now that blueberry Faygo
One false move, and we straight to shooting shit
Two small bands just to take you out real quick (Bands)
Three more hoes, pull up, I'm fucking shit (Three, yeah)
That's how it goes, big bands, I'm thumbin' shit (Gang)

I'm with my niggas, yeah, we some rockstars
And I'm with my nigga, yeah, KK Wokhardt (KK Wokhardt)
"
Mood (feat. iann dior),24kGoldn,spotify:artist:6fWVd57NKTalqvmjRd2t8Z,68,"cali rap, pop rap",140525,2020-07-24,14,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,audio_features,3tjFYV6RSFtuktYl3ZtYcq,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq,140526,4,"(Oh-oh-oh)
(Yeah, yeah, yeah, yeah, yeah)

Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view

Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view, yeah

I could never get attached
When I start to feel, I unattach
Somehow always end up feeling bad
Baby, I am not your dad
It's not all you want from me
I just want your company

"
WAP (feat. Megan Thee Stallion),Cardi B,spotify:artist:4kYSro6naA4h99UJvo89HB,78,"pop, rap",187541,2020-08-07,80,0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4,"Wh- in this house
There's some wh- in this house
There's some wh- in this house
There's some wh- in this house (hol' up)
I said certified freak, seven days a week
Wet and gushy, make that pull-out game weak, woo (ah)

Yeah, yeah, yeah, yeah
Yeah, you dealin' with some wet and gushy
Bring a bucket and a mop for this wet and gushy
Give me everything you got for this wet and gushy

Beat it up, baby, catch a charge
Extra large and extra hard
Put this cookie right in yo' face
Swipe your nose like a credit card
Hop on top, I want a ride
I do a kegel, I'm kinda wild
Look at my mouth, look at my thighs
This water is wet, come take a dive

Tie me up like I'm surprised
Let's roleplay, I wear a disguise
I want you to park that big Mack truck right in this little garage
Make me dream, make a stream
Out in public, make a scene
I don't cook, I don't clean
But let me tell you, I got this ring (ayy, ayy)

Gobble me, swallow me, drip down the side of me (yeah)
Quick, jump out 'fore you let it get inside of me (yeah)
I tell him where to put it, never tell him where I'm 'bout to be
I run down on him 'fore I have a (ayy) runnin' me
"
MONEY,LISA,spotify:artist:5L1lO4eRHmJ7a0Q6csE5cT,70,k-pop,168227,2021-09-10,78,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,audio_features,7hU3IHwjX150XLoTVmjD0q,spotify:track:7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/tracks/7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/audio-analysis/7hU3IHwjX150XLoTVmjD0q,168228,4,
